0.25	3.809517116786685
0.26	3.421681506425087
0.27	3.1728853179193193
0.28	2.9232375066641825
0.29	2.6758855103898314
0.3	2.475128756897763
0.31	2.3471046297269202
0.32	2.054855403555414
0.33	1.9364619933003193
0.34	1.6893037426723432
0.35	1.512780629608389
0.36	1.3498717135265879
0.37	1.2489956496547445
0.38	1.1075028671492355
0.39	0.9752726906048248
0.4	0.8166083185107428
0.41	0.7164202892103348
0.42	0.6481974787714848
0.43	0.558831101905566
0.44	0.48631883777393337
0.45	0.3964352230290354
0.46	0.3708648929462248
0.47	0.32544124800866786
0.48	0.29369878966554896
0.49	0.27857949814154437
0.5	0.2702238181793742
0.51	0.2725078874850314
0.52	0.28599210841944717
0.53	0.31142602388072255
0.54	0.3483942895082142
0.55	0.3949279373443967
0.56	0.45559062220115043
0.57	0.5228322565512737
0.58	0.6228544776602432
0.59	0.6945960663222586
0.6	0.8323560196881299
0.61	0.9037780277237878
0.62	1.1005141207853284
0.63	1.1922294911326567
0.64	1.4040882082866102
0.65	1.5199047946677104
0.66	1.7532400105947605
0.67	1.8728372028579927
0.68	2.103317452872785
0.69	2.292921305580896
0.7	2.4676398266454482
0.71	2.7127817469854665
0.72	3.0027520765045375
0.73	3.270863447942138
0.74	3.5566245303953847
0.75	3.787581042916267
